ts_epoch,load1,mem_used_kb,mem_avail_kb,temp_mC
1784670945,2.78,273516,3601520,37485
1784670946,2.78,294384,3581208,38946
1784670947,2.72,302128,3573492,39433
1784670948,2.72,302160,3573432,39433
1784670949,2.72,302160,3573432,38946
1784670950,2.72,302160,3573432,39920
1784670981,2.72,302160,3573432,39920
1784670982,2.58,301864,3573728,39920
1784670983,2.58,299632,3575960,39920
1784670984,2.58,297532,3578060,39920
1784670985,2.58,295536,3580056,38946
1784670986,2.77,293412,3582476,39433
1784670987,2.77,293316,3582572,39433
1784670988,2.77,291792,3583800,40894
1784670989,2.77,291164,3584428,39920
1784670990,2.77,290244,3585348,39433
1784670991,2.63,290008,3585584,40407
1784670992,2.63,289956,3585752,39433
1784670993,2.63,289476,3586116,40407
1784670995,2.63,288320,3587020,38946
1784670996,2.63,288320,3587272,38946
1784670997,2.58,288200,3587392,39920
1784670998,2.58,287688,3587904,40407
1784670999,2.58,287792,3587904,39433
1784671000,2.58,287492,3587848,39433
1784671001,2.58,287348,3588244,39433
1784671002,2.45,287028,3588312,39433
1784671003,2.45,287036,3588556,39433
1784671004,2.45,287056,3588536,40894
1784671005,2.45,286952,3588892,40894
1784671006,2.34,286328,3589560,39433
1784671007,2.34,286220,3589120,39433
