ts_epoch,load1,mem_used_kb,mem_avail_kb,temp_mC
1784659818,0.68,266152,3609712,36024
1784659819,0.68,285908,3589684,36998
1784659820,0.71,300980,3574612,36998
1784659821,0.71,300956,3574636,36511
1784659822,0.71,301060,3574532,36998
1784659824,0.71,300612,3574980,36511
1784659825,0.71,300860,3574732,36511
1784659826,0.73,300852,3575184,37485
1784659827,0.73,299400,3576192,37485
1784659828,0.73,298380,3576456,37972
1784659829,0.73,298796,3576796,36998
1784659830,0.73,298264,3577328,36998
1784659831,0.83,297464,3578128,37485
1784659832,0.83,297252,3578340,36998
1784659833,0.83,296920,3578672,37485
1784659834,0.83,296616,3578976,37485
1784659835,0.93,296384,3578956,38946
1784659836,0.93,296624,3578968,37485
1784659837,0.93,296252,3579340,38946
1784659838,0.93,296064,3579528,37485
1784659839,0.93,295548,3580044,39433
1784659840,0.85,295324,3580016,37972
1784659841,0.85,295064,3580424,37485
1784659842,0.85,294788,3580804,37972
1784659844,0.85,294224,3581116,38946
1784659845,0.85,294752,3581136,38946
1784659846,0.86,294180,3581412,37972
1784659847,0.86,294536,3580996,37972
1784659848,0.86,294288,3581304,38459
1784659849,0.86,294708,3580884,37485
1784659850,0.86,294928,3580664,37972
1784659851,0.96,294608,3580984,37972
1784659852,0.96,295076,3580516,38459
1784659853,0.96,294660,3580932,38459
1784659854,0.96,294112,3580976,39433
1784659855,0.88,294532,3581060,38946
1784659856,0.88,294824,3580516,38946
1784659857,0.88,294624,3580968,38459
1784659858,0.88,294772,3581264,39433
1784659859,0.88,293948,3581644,38459
1784659860,0.89,294352,3581136,39920
1784659861,0.89,294064,3581276,39433
1784659863,0.89,294568,3580772,38459
1784659864,0.89,294504,3581028,38459
1784659865,0.89,294348,3580592,38946
1784659866,0.98,294996,3580996,37972
1784659867,0.98,295052,3580540,38459
1784659868,0.98,294536,3580944,38459
1784659869,0.98,294440,3581376,38459
1784659870,0.98,294648,3581092,38946
1784659871,1.06,294188,3581508,38459
1784659872,1.06,294296,3581296,36998
1784659873,1.06,294712,3580880,38946
