ts_epoch,load1,mem_used_kb,mem_avail_kb,temp_mC
1784671873,2.37,266200,3609688,38946
1784671874,2.26,287104,3588496,37972
1784671875,2.26,294984,3580608,39433
1784671876,2.26,294924,3580668,39433
1784671877,2.26,294924,3580668,39433
1784671878,2.26,294924,3580668,39920
1784671910,2.08,294920,3580672,39920
1784671911,2.08,294464,3581128,39920
1784671912,2.08,293668,3581924,40407
1784671913,2.08,292544,3583492,39920
1784671914,1.91,292148,3583444,39433
1784671915,1.91,292100,3583796,39433
1784671916,1.91,290100,3585492,40407
1784671917,1.91,289356,3585984,39920
1784671919,1.91,288976,3586616,38946
1784671920,2.00,288732,3586712,38946
1784671921,2.00,288192,3587148,38946
1784671922,2.00,288052,3587540,38946
1784671923,2.00,287788,3587804,39920
1784671924,2.00,288040,3587552,40407
1784671925,1.84,287496,3587844,39920
1784671926,1.84,287880,3587208,39433
1784671927,1.84,288636,3586964,40407
1784671928,1.84,288304,3587288,40894
1784671929,1.84,288956,3586932,40407
1784671930,1.85,288808,3586784,40407
1784671931,1.85,288372,3587516,39920
1784671932,1.85,287932,3587660,38946
1784671933,1.85,287528,3588064,39920
1784671934,1.71,287312,3588220,39433
1784671935,1.71,287584,3588008,39920
1784671936,1.71,287728,3587864,39920
1784671938,1.71,287476,3587864,40407
1784671939,1.71,287920,3587672,39433
1784671940,1.57,287920,3587420,39920
1784671941,1.57,288276,3587316,39433
1784671942,1.57,288424,3587508,40407
1784671943,1.57,288188,3587404,40407
1784671944,1.57,288292,3587048,39433
1784671945,1.44,288076,3587264,40407
