ts_epoch,load1,mem_used_kb,mem_avail_kb,temp_mC
1784671538,0.38,282812,3592780,36998
1784671539,0.38,291556,3583888,37485
1784671540,0.38,291748,3583844,37972
1784671542,0.38,291380,3584756,37972
1784671543,0.38,289788,3585804,37972
1784671544,0.35,289900,3586152,37972
1784671545,0.35,289336,3586004,37485
1784671546,0.35,289416,3586176,37972
1784671547,0.35,289004,3586884,38459
1784671548,0.35,287988,3587352,38459
1784671549,0.40,287788,3587804,37972
1784671550,0.40,286808,3588548,37485
1784671551,0.40,286460,3589576,37485
1784671552,0.40,285552,3590040,38459
1784671553,0.45,284928,3590664,38459
1784671554,0.45,285000,3590592,37972
1784671555,0.45,284524,3591512,37972
1784671556,0.45,284816,3590776,38459
1784671557,0.45,284920,3590672,37972
1784671558,0.58,284912,3590680,37972
1784671559,0.58,284704,3591184,37972
1784671560,0.58,284772,3590820,38946
1784671562,0.58,284204,3591832,37972
1784671563,0.58,283868,3591724,37972
1784671564,0.53,284372,3591220,39433
1784671565,0.53,284620,3590972,37972
1784671566,0.53,284368,3591224,38459
1784671567,0.53,284368,3591272,36998
1784671568,0.53,284208,3591384,38459
1784671569,0.57,284132,3591460,38946
1784671570,0.57,283812,3592120,38946
1784671571,0.57,283916,3591676,37972
1784671572,0.57,284168,3591424,38459
1784671573,0.68,284168,3591424,38459
1784671574,0.68,284168,3591424,38459
1784671575,0.68,284168,3591424,37972
1784671576,0.68,284168,3591424,38946
1784671577,0.68,283916,3591172,37972
1784671578,0.79,284420,3591172,38459
1784671579,0.79,284420,3591616,37972
1784671580,0.79,283912,3591680,37972
1784671582,0.79,283868,3591472,37972
1784671583,0.79,284372,3591412,37972
1784671584,0.72,284116,3591668,38459
1784671585,0.72,284360,3590980,38459
1784671586,0.72,284612,3590980,38946
1784671587,0.72,284864,3590728,38946
1784671588,0.72,284336,3591256,37972
1784671589,0.75,284484,3590856,38946
1784671590,0.75,284620,3590824,38459
1784671591,0.75,284768,3590824,38946
1784671592,0.75,285272,3590320,37972
1784671593,0.85,284620,3590720,38946
