ts_epoch,load1,mem_used_kb,mem_avail_kb,temp_mC
1784236835,0.42,261796,3613936,37485
1784236837,0.63,281832,3593752,37485
1784236838,0.63,292224,3583360,38946
1784236839,0.63,291828,3583756,38459
1784236840,0.63,291080,3584504,37972
1784236841,0.90,290352,3585232,38459
1784236842,0.90,290192,3585392,38946
1784236843,0.90,290148,3585436,38459
1784236844,0.90,289792,3585792,39920
1784236845,0.90,289408,3586176,39920
1784236846,1.06,288560,3587024,39920
1784236847,1.06,288356,3586976,39920
1784236848,1.06,287852,3587732,40407
1784236849,1.06,287864,3587468,39920
1784236850,1.06,287680,3587904,39433
1784236851,1.14,287160,3588424,39433
1784236852,1.14,287200,3588384,38946
1784236853,1.14,286756,3588828,38946
1784236854,1.14,287248,3588336,39433
1784236856,1.14,287500,3588084,39433
1784236857,1.21,286932,3588652,39920
1784236858,1.21,287184,3588400,39920
1784236859,1.21,287124,3588460,39920
1784236860,1.21,287124,3588460,39920
1784236861,1.27,286688,3588644,38946
1784236862,1.27,286792,3589088,38946
1784236863,1.27,286688,3588896,39920
1784236864,1.27,286540,3589044,39433
1784236865,1.27,286688,3588896,40407
1784236866,1.49,286688,3588896,39920
1784236867,1.49,286688,3588896,40407
1784236868,1.49,286940,3588792,39920
1784236869,1.49,287184,3588400,40894
1784236870,1.49,287792,3587792,40894
1784236871,1.61,287688,3587896,40407
1784236872,1.61,287688,3587896,40894
1784236873,1.61,287616,3587968,39920
1784236875,1.61,286040,3589292,39433
1784236876,1.61,286040,3589544,39920
1784236877,1.72,286040,3589544,40894
1784236878,1.72,285940,3589644,39920
1784236879,1.72,286064,3589520,39433
1784236880,1.72,286568,3589016,39920
1784236881,1.75,286568,3589016,40894
1784236882,1.75,287060,3588524,40407
1784236883,1.75,286556,3589028,40407
1784236884,1.75,286372,3589212,40894
1784236885,1.75,286984,3588600,39920
1784236886,1.69,286984,3588348,39920
1784236887,1.69,286460,3589124,40894
1784236888,1.69,286460,3589124,40894
1784236889,1.69,286144,3589440,40407
1784236890,1.69,286040,3589544,40407
