ts_epoch,load1,mem_used_kb,mem_avail_kb,temp_mC
1784388778,0.40,266528,3608204,37485
1784388779,0.45,288944,3586648,36998
1784388780,0.45,296276,3579064,38946
1784388781,0.45,295840,3579752,39433
1784388782,0.45,295240,3580352,39433
1784388783,0.45,294900,3580692,38459
1784388784,0.57,294264,3581372,39433
1784388785,0.57,292920,3583160,39920
1784388786,0.57,291476,3584116,39433
1784388787,0.57,290528,3585064,38946
1784388788,0.69,290208,3585384,38459
1784388789,0.69,289028,3586564,39920
1784388790,0.69,288548,3587044,39920
1784388791,0.69,287568,3588024,39433
1784388792,0.69,287208,3588384,39433
1784388794,0.71,286736,3589448,38946
1784388795,0.71,285884,3589708,39433
1784388796,0.71,285632,3590848,39920
1784388797,0.71,284832,3590760,39433
1784388798,0.71,284616,3590724,39920
1784388799,0.65,284412,3591476,38946
1784388800,0.65,284244,3591348,39920
1784388801,0.65,284096,3591496,39920
1784388802,0.65,284348,3591540,39433
1784388803,0.65,283512,3592080,39920
1784388804,0.76,283764,3591828,39920
1784388805,0.76,283308,3592580,41381
1784388806,0.76,282852,3592740,39433
1784388807,0.76,282840,3592752,40407
1784388808,1.02,282336,3593256,40894
1784388809,1.02,282452,3593140,41381
1784388810,1.02,282452,3593140,39920
1784388812,1.02,282676,3592664,40407
1784388813,1.02,282928,3592664,39433
1784388814,0.94,283028,3592564,39920
1784388815,0.94,283280,3592312,40407
1784388816,0.94,283280,3592312,40407
1784388817,0.94,283280,3592312,40894
1784388818,0.94,283132,3592208,40894
1784388819,1.10,283012,3592580,40894
1784388820,1.10,283012,3592120,39920
1784388821,1.10,283404,3592188,40407
1784388822,1.10,283404,3592188,39920
1784388823,1.10,283404,3591936,39920
1784388824,1.34,283404,3592188,40407
1784388825,1.34,283256,3592336,40407
1784388826,1.34,283256,3592188,39433
1784388827,1.34,283256,3592336,39433
1784388828,1.39,282796,3592796,39433
1784388829,1.39,283020,3592572,40407
1784388831,1.39,283020,3592572,40894
1784388832,1.39,283020,3592572,40407
1784388833,1.39,282776,3592816,39920
