ts_epoch,load1,mem_used_kb,mem_avail_kb,temp_mC
1784232719,0.82,276016,3599848,37485
1784232720,0.82,296076,3579516,37972
1784232721,1.08,296068,3579524,39433
1784232722,1.08,296068,3579524,39433
1784232723,1.08,296068,3579524,39433
1784232724,1.08,296068,3579524,39433
1784232725,1.39,295804,3579788,38946
1784232726,1.39,293620,3581972,38946
1784232727,1.39,291704,3583636,38946
1784232728,1.39,291448,3584144,40407
1784232729,1.39,289720,3585620,39433
1784232730,1.68,289192,3586148,39920
1784232731,1.68,289216,3586124,39433
1784232732,1.68,288976,3586364,40407
1784232734,1.68,288256,3587336,39433
1784232735,1.68,287780,3587560,39920
1784232736,2.11,287960,3587128,40407
1784232737,2.11,287864,3587728,39433
1784232738,2.11,288064,3587528,38946
1784232739,2.11,287828,3587764,40407
1784232740,2.11,287984,3587608,39433
1784232741,2.42,287736,3587856,39433
1784232742,2.42,287736,3587352,39433
1784232743,2.42,287456,3587884,40894
1784232744,2.42,287404,3587936,39433
1784232745,2.71,288160,3587432,39920
1784232746,2.71,288140,3587452,40407
1784232747,2.71,287948,3587644,40894
1784232748,2.71,287552,3588040,39920
1784232749,2.71,288264,3587076,39920
1784232750,2.97,288392,3586948,40407
1784232751,2.97,288528,3586812,39433
1784232752,2.97,288624,3586968,40407
1784232753,2.97,288744,3586596,40407
1784232755,2.97,288516,3587076,40407
1784232756,3.29,288516,3587076,39920
