ts_epoch,load1,mem_used_kb,mem_avail_kb,temp_mC
1784670740,3.15,360736,3514856,40407
1784670741,3.06,368192,3507400,40407
1784670742,3.06,366388,3509204,40407
1784670743,3.06,362044,3513548,39920
1784670744,3.06,358120,3517472,39920
1784670745,3.06,355236,3520652,40407
1784670746,2.89,353164,3522428,39433
1784670747,2.89,351376,3524216,39920
1784670749,2.89,349860,3526028,39920
1784670750,2.89,348596,3526996,39920
1784670751,2.89,347028,3528312,40407
1784670752,2.66,346260,3529436,40894
1784670753,2.66,345068,3530968,39433
1784670754,2.66,344320,3531272,39920
1784670755,2.66,343656,3531936,39433
1784670756,2.66,343528,3532064,39433
1784670757,2.77,343304,3532288,39920
1784670758,2.77,341924,3533772,39433
1784670759,2.77,341392,3534200,38946
1784670760,2.77,340820,3534772,39920
1784670761,2.63,340868,3534472,39433
1784670762,2.63,340800,3534792,39433
1784670763,2.63,339288,3536916,39920
1784670764,2.63,339112,3536480,40407
1784670765,2.63,338712,3536376,39433
1784670766,2.50,338900,3536692,39433
1784670767,2.50,338092,3537500,39433
1784670769,2.50,337992,3537496,38946
1784670770,2.50,338232,3537656,39433
1784670771,2.50,337932,3537660,39433
1784670772,2.38,337648,3537440,39433
1784670773,2.38,338340,3537252,39433
1784670774,2.38,337668,3537672,39920
1784670775,2.38,337456,3537884,39920
1784670776,2.38,337740,3537704,39433
1784670777,2.43,337280,3538312,39920
1784670778,2.43,337228,3538808,40407
1784670779,2.43,337440,3537900,39433
1784670780,2.43,336588,3539004,39433
1784670781,2.23,337264,3538676,39920
1784670782,2.23,336720,3538724,39433
1784670783,2.23,336420,3539216,38946
1784670784,2.23,336264,3539076,39433
1784670785,2.23,336520,3539072,38946
1784670786,2.13,336304,3538784,38946
1784670788,2.13,336316,3539276,39433
1784670789,2.13,336248,3539092,39433
1784670790,2.13,336276,3539316,39433
1784670791,2.13,336064,3539276,39433
1784670792,2.12,336332,3539260,39433
1784670793,2.12,335976,3539616,39433
1784670794,2.12,335532,3539808,39433
1784670795,2.12,335864,3539980,38946
