ts_epoch,load1,mem_used_kb,mem_avail_kb,temp_mC
1784236432,1.01,258944,3615480,37972
1784236433,1.01,280580,3594760,37972
1784236434,1.01,288252,3586872,37972
1784236435,1.01,288652,3586688,38946
1784236436,1.01,288904,3586688,38459
1784236437,0.93,289156,3586184,37972
1784236438,0.93,288044,3587992,38459
1784236439,0.93,286964,3588628,38459
1784236441,0.93,285944,3589144,38946
1784236442,0.93,286400,3589192,39433
1784236443,1.02,286064,3589324,39433
1784236444,1.02,286520,3589072,38946
1784236445,1.02,286120,3589796,39920
1784236446,1.02,285808,3589784,39920
1784236447,1.10,285308,3590388,39433
1784236448,1.10,284888,3590704,38946
1784236449,1.10,284844,3590748,38946
1784236450,1.10,284860,3590880,40407
1784236451,1.10,284456,3591136,40407
1784236452,1.17,284960,3591004,39433
1784236453,1.17,284188,3591152,39920
1784236454,1.17,284308,3591284,38946
1784236455,1.17,284692,3590900,39433
1784236456,1.17,284692,3591492,40894
1784236457,1.32,284096,3591496,38946
1784236458,1.32,284096,3591688,40407
1784236459,1.32,284124,3591616,39920
1784236461,1.32,284124,3591468,39433
1784236462,1.32,284480,3591112,39433
1784236463,1.45,284232,3591108,39920
1784236464,1.45,284420,3591172,40407
1784236465,1.45,284672,3590920,39920
1784236466,1.45,284420,3591172,38946
1784236467,1.50,284524,3591068,39920
1784236468,1.50,284420,3591172,40407
1784236469,1.50,284672,3590920,39433
1784236470,1.50,284684,3590908,40407
1784236471,1.50,284532,3591060,40407
1784236472,1.54,284280,3591164,40407
1784236473,1.54,283836,3591504,39433
1784236474,1.54,283772,3591672,40407
1784236475,1.54,283672,3591920,40407
1784236476,1.54,284028,3591312,40894
1784236477,1.41,284176,3591164,39920
1784236478,1.41,284680,3590912,40407
1784236480,1.41,284428,3591164,40407
1784236481,1.41,285184,3590408,39433
1784236482,1.41,284916,3590676,40894
1784236483,1.30,284520,3591072,40407
1784236484,1.30,285024,3590568,40407
1784236485,1.30,284892,3590448,40894
1784236486,1.30,284692,3590900,38946
1784236487,1.36,284800,3590792,39920
