ts_epoch,load1,mem_used_kb,mem_avail_kb,temp_mC
1784668291,0.24,262936,3613324,36511
1784668292,0.38,281912,3593828,36998
1784668293,0.38,280440,3595152,37972
1784668294,0.38,279668,3595924,37485
1784668296,0.38,279920,3595672,36024
1784668297,0.38,279668,3596368,37972
1784668298,0.51,279376,3595964,37485
1784668299,0.51,279088,3596800,37972
1784668300,0.51,278456,3597136,37972
1784668301,0.51,277520,3598072,37485
1784668302,0.51,276528,3598840,37485
1784668303,0.71,276316,3599276,36511
1784668304,0.71,276436,3599260,36511
1784668305,0.71,276124,3599912,36998
1784668306,0.71,275396,3600196,37972
1784668307,0.71,275396,3600196,37972
1784668308,0.82,283308,3592284,37485
1784668309,0.82,283308,3592284,37972
1784668310,0.82,283056,3593184,38459
1784668311,0.82,282660,3593080,38459
1784668312,0.91,282436,3593156,38459
1784668313,0.91,281432,3594264,37972
1784668314,0.91,281572,3594020,37485
1784668316,0.91,281452,3593888,38459
1784668317,0.91,281344,3594248,38946
1784668318,1.00,281272,3594468,37972
1784668319,1.00,281596,3593996,38459
