ts_epoch,load1,mem_used_kb,mem_avail_kb,temp_mC
1784386369,0.88,269728,3606156,36998
1784386370,0.88,289460,3585880,37972
1784386371,0.88,288780,3586812,38459
1784386372,0.88,288420,3587172,38459
1784386373,0.88,288124,3587468,38946
1784386374,1.13,288048,3587304,38946
1784386375,1.13,287592,3588000,39433
1784386376,1.13,286780,3588824,39433
1784386377,1.13,287456,3588136,38459
1784386378,1.36,287344,3588248,40407
1784386379,1.36,287024,3589012,39433
1784386380,1.36,286016,3589576,39920
1784386381,1.36,284572,3591020,38946
1784386382,1.36,284104,3591340,39920
1784386383,1.58,283584,3592112,38946
1784386384,1.58,283048,3592544,39433
1784386385,1.58,282552,3592640,38946
1784386386,1.58,282308,3593284,39920
1784386387,1.58,282308,3593284,39920
1784386389,1.77,282436,3593452,39920
1784386390,1.77,282056,3593980,39920
1784386391,1.77,281860,3593732,39920
1784386392,1.77,281860,3593480,39920
1784386393,1.77,282112,3593480,40407
1784386394,1.95,281816,3593872,39920
1784386395,1.95,281360,3593728,40407
1784386396,1.95,289664,3585780,39920
1784386397,1.95,289560,3586032,40894
1784386398,2.11,289564,3585880,40894
1784386399,2.11,289744,3585848,39920
1784386400,2.11,289452,3585888,40894
1784386401,2.11,289636,3585956,40407
1784386402,2.11,289636,3585956,40407
1784386403,2.26,289172,3586420,39920
1784386404,2.26,289596,3586100,40407
1784386405,2.26,289368,3586224,40407
1784386406,2.26,289264,3586076,40407
1784386407,2.26,288592,3586748,40407
1784386409,2.40,288308,3587284,40894
