ts_epoch,load1,mem_used_kb,mem_avail_kb,temp_mC
1784657157,0.54,270212,3605620,36024
1784657158,0.54,290456,3585136,38459
1784657159,0.98,289240,3586352,37485
1784657160,0.98,289168,3586424,37485
1784657161,0.98,289420,3586172,37485
1784657162,0.98,289216,3586376,37972
1784657163,0.98,289404,3586188,37972
1784657164,1.22,288892,3586700,38946
1784657165,1.22,288748,3587388,38459
1784657166,1.22,286564,3589028,37972
1784657167,1.22,284676,3590916,37972
1784657168,1.22,284220,3591668,38459
1784657169,1.52,283376,3592216,37972
1784657170,1.52,282348,3593688,38459
1784657171,1.52,281644,3593948,38459
1784657172,1.52,280580,3595012,37972
1784657173,1.52,280032,3595560,39433
1784657174,1.72,287832,3587760,37485
1784657175,1.72,287332,3588260,38459
1784657177,1.72,286920,3588672,38459
1784657178,1.72,286484,3589108,38459
1784657179,1.90,286088,3589504,37972
1784657180,1.90,286016,3589576,39433
1784657181,1.90,285644,3590052,39433
1784657182,1.90,285100,3590344,38459
1784657183,1.90,284772,3590168,38459
1784657184,2.07,285248,3590344,38946
1784657185,2.07,285188,3590404,38946
