ts_epoch,load1,mem_used_kb,mem_avail_kb,temp_mC
1784671988,2.23,259680,3615748,37972
1784671989,2.23,280052,3595540,38459
1784671990,2.13,287752,3587588,38459
1784671991,2.13,288224,3587368,39433
1784671992,2.13,288224,3587116,39433
1784671993,2.13,288476,3587116,39433
1784671994,2.36,288476,3587116,39433
1784671995,2.36,288728,3586868,40407
1784671996,2.36,288720,3586872,39920
1784672028,2.36,288720,3586872,39920
1784672029,2.36,288972,3586620,38946
1784672030,2.33,289476,3586116,39433
1784672031,2.33,287704,3587888,39433
1784672032,2.33,287288,3588304,40894
1784672034,2.33,286932,3588660,40407
1784672035,2.33,286920,3588672,40407
1784672036,2.31,286904,3588688,39433
1784672037,2.31,286800,3588792,39920
1784672038,2.31,286700,3588892,39920
1784672039,2.31,286448,3589144,39920
1784672040,2.31,286700,3588892,39433
1784672041,2.12,286692,3588900,39920
1784672042,2.12,286188,3589404,39920
1784672043,2.12,285936,3589404,39920
1784672044,2.12,286188,3589404,40407
1784672045,2.03,286440,3589152,40407
1784672046,2.03,286440,3589152,40407
1784672047,2.03,285976,3589364,40894
1784672048,2.03,285872,3589468,39920
1784672049,2.03,286124,3589468,40407
1784672050,2.11,286228,3589364,39920
1784672051,2.11,286124,3589468,38946
1784672052,2.11,285916,3589424,40407
1784672054,2.11,286168,3589720,39920
1784672055,2.11,285940,3589652,38946
1784672056,2.10,285792,3589800,40407
1784672057,2.10,285976,3589364,39920
1784672058,2.10,286228,3589372,40894
