ts_epoch,load1,mem_used_kb,mem_avail_kb,temp_mC
1784670836,1.99,269412,3606328,39433
1784670837,1.99,289344,3586248,37972
1784670838,1.99,295748,3579592,38946
1784670839,1.99,296124,3579468,38946
1784670841,1.99,295532,3579688,38946
1784670872,1.99,295556,3580036,39433
1784670873,1.99,295876,3579716,38946
1784670874,2.07,296208,3579384,39433
1784670875,2.07,296052,3579520,39920
1784670876,2.07,294828,3580052,39920
1784670877,2.07,294348,3581244,39920
1784670878,1.99,292420,3583364,38946
1784670879,1.99,292412,3583284,39920
1784670880,1.99,291648,3584196,39433
1784670881,1.99,290724,3584868,40407
1784670882,1.99,290124,3586060,39433
1784670883,2.07,289952,3585640,39433
1784670884,2.07,290312,3585384,38946
1784670885,2.07,289960,3585632,40407
1784670886,2.07,289368,3585784,40407
1784670887,2.07,289116,3586476,39920
1784670888,2.06,289164,3586444,40407
1784670889,2.06,289388,3585952,39433
1784670890,2.06,289484,3586108,39433
1784670892,2.06,289144,3586448,40894
1784670893,2.06,289612,3585980,39920
1784670894,2.54,289316,3586276,40894
1784670895,2.54,289152,3586440,40407
1784670896,2.54,288596,3586996,40894
1784670897,2.54,288596,3586996,39920
1784670898,2.41,288404,3587632,39433
1784670899,2.41,288188,3587012,39433
1784670900,2.41,288448,3587144,39920
1784670901,2.41,288832,3586508,39920
1784670902,2.41,288672,3586920,39920
1784670903,2.30,288352,3587240,39433
