ts_epoch,load1,mem_used_kb,mem_avail_kb,temp_mC
1784387778,0.71,264832,3609516,36511
1784387779,0.71,286416,3589176,36024
1784387780,0.71,293376,3582216,38946
1784387781,0.71,292768,3582824,37485
1784387782,0.71,291392,3584200,38946
1784387783,0.98,291112,3584480,38459
1784387784,0.98,290404,3585788,39433
1784387785,0.98,290160,3585432,38946
1784387786,0.98,289560,3586168,38459
1784387787,1.06,288364,3587524,39433
1784387788,1.06,286664,3588676,38459
1784387790,1.06,285660,3589932,38946
1784387791,1.06,284996,3591292,38459
1784387792,1.06,284380,3591212,38946
1784387793,1.13,284204,3591492,38459
1784387794,1.13,283568,3592320,37972
1784387795,1.13,283736,3591856,38946
1784387796,1.13,283212,3592380,38946
1784387797,1.13,283084,3592508,38459
1784387798,1.20,283220,3592564,39920
1784387799,1.20,283448,3591892,37972
1784387800,1.20,283476,3592116,38946
1784387801,1.20,283468,3592124,38946
1784387802,1.27,283444,3592252,38946
1784387803,1.27,283260,3592332,39433
1784387804,1.27,283288,3592052,38946
1784387805,1.27,283372,3592220,39433
1784387806,1.27,283752,3592136,39433
1784387807,1.33,283196,3592396,39433
1784387808,1.33,283448,3591892,39433
1784387810,1.33,283268,3592324,39920
1784387811,1.33,283168,3592424,38946
1784387812,1.33,282928,3592412,40407
1784387813,1.38,283432,3592308,38459
1784387814,1.38,283328,3592412,38946
1784387815,1.38,283232,3592916,39920
1784387816,1.38,283060,3592532,39433
1784387817,1.38,282672,3593020,39920
1784387818,1.43,282940,3592652,40407
1784387819,1.43,283040,3592300,39433
1784387820,1.43,283292,3592300,39433
1784387821,1.43,282904,3592184,40407
1784387822,1.48,283508,3592084,38946
1784387823,1.48,283248,3592344,39920
1784387824,1.48,283104,3592132,39433
1784387825,1.48,283536,3592056,39920
1784387826,1.48,283388,3592204,38946
1784387827,1.52,283172,3592420,39433
1784387829,1.52,282996,3592596,39433
1784387830,1.52,282724,3592720,39433
1784387831,1.52,283080,3592512,39920
1784387832,1.52,283204,3592400,39433
1784387833,1.56,283396,3592196,39433
