ts_epoch,load1,mem_used_kb,mem_avail_kb,temp_mC
1784656760,2.29,328456,3547136,39920
1784656761,2.29,353176,3522416,39920
1784656762,2.19,351380,3524212,40407
1784656763,2.19,349580,3525760,39920
1784656764,2.19,348240,3527352,40407
1784656765,2.19,346928,3528664,40894
1784656766,2.18,345996,3529596,39920
1784656768,2.18,344628,3530964,40894
1784656769,2.18,343020,3532616,39920
1784656770,2.18,339644,3535636,40894
1784656771,2.18,339028,3536608,40407
1784656772,2.08,337936,3538100,40407
1784656773,2.08,337224,3538620,40407
1784656774,2.08,336844,3538748,39920
1784656775,2.08,336216,3539356,40894
1784656776,2.08,335956,3539992,40894
1784656777,1.91,335148,3540740,39920
1784656778,1.91,334784,3540556,40894
1784656779,1.91,334536,3541056,39433
1784656780,1.91,334192,3541040,40407
1784656781,1.91,334708,3540884,39920
1784656782,1.76,334324,3541564,39433
1784656783,1.76,333952,3540884,40407
1784656784,1.76,333932,3541156,40407
1784656785,1.76,334340,3541252,40407
1784656786,1.62,334296,3541044,40407
1784656788,1.62,334640,3540700,40894
1784656789,1.62,334308,3541032,39920
1784656790,1.62,334116,3541476,39920
1784656791,1.62,333916,3541676,40894
1784656792,1.57,333860,3542028,39920
1784656793,1.57,333788,3541648,39920
1784656794,1.57,333792,3541800,40894
1784656795,1.57,333188,3542152,40894
1784656796,1.57,332960,3542676,39433
1784656797,1.44,333724,3541868,40894
1784656798,1.44,333532,3541808,41381
1784656799,1.44,333420,3542172,40407
1784656800,1.44,333732,3541608,39433
1784656801,1.44,333408,3542288,39920
1784656802,1.33,333804,3541788,40894
1784656803,1.33,333316,3542276,40407
1784656804,1.33,332724,3542868,40407
1784656805,1.33,333180,3542160,39920
1784656806,1.22,332980,3542212,40407
1784656808,1.22,335008,3540480,40407
1784656809,1.22,334584,3541152,40894
1784656810,1.22,333712,3541756,40894
1784656811,1.22,333460,3542316,40894
1784656812,1.28,333092,3542292,40894
1784656813,1.28,332724,3542616,39433
1784656814,1.28,333196,3542248,40894
1784656815,1.28,333144,3542596,40407
