ts_epoch,load1,mem_used_kb,mem_avail_kb,temp_mC
1784671755,2.39,275656,3598100,37972
1784671756,2.39,297704,3577888,38946
1784671757,2.36,304456,3571136,38946
1784671758,2.36,304204,3571388,38946
1784671760,2.36,303256,3572780,38459
1784671761,2.36,302432,3573160,39433
1784671792,2.36,301304,3574288,38946
1784671793,2.33,300024,3575864,38946
1784671794,2.33,298576,3577016,39433
1784671795,2.33,296756,3578836,38946
1784671796,2.33,295444,3580148,39920
1784671797,2.33,293328,3582264,40894
1784671798,2.31,292652,3582940,40407
1784671799,2.31,291764,3584228,38946
1784671800,2.31,290780,3584812,40407
1784671801,2.31,290024,3585568,39433
1784671802,2.28,288872,3586764,38946
1784671803,2.28,289092,3586500,39433
1784671805,2.28,288488,3587104,39433
1784671806,2.28,288804,3586788,39433
1784671807,2.28,288444,3587444,39433
1784671808,2.26,288088,3587504,38946
1784671809,2.26,287964,3587628,39920
1784671810,2.26,287700,3587640,39433
1784671811,2.26,287928,3587664,39433
1784671812,2.26,288036,3587304,38459
1784671813,2.24,287588,3588152,38946
1784671814,2.24,288088,3587504,38946
1784671815,2.24,287740,3587600,39433
1784671816,2.24,287692,3587900,40894
1784671817,2.24,288232,3587360,38946
1784671818,2.14,287740,3587852,38946
1784671819,2.14,287456,3588136,39920
1784671820,2.14,287368,3588224,39920
1784671821,2.14,287764,3587828,39920
1784671822,2.05,288268,3587324,39920
1784671824,2.05,288412,3587180,39433
1784671825,2.05,288808,3586532,38946
1784671826,2.05,288924,3586816,39920
1784671827,2.05,288452,3587140,39433
1784671828,2.04,288820,3586772,40407
1784671829,2.04,288248,3586716,39433
1784671830,2.04,288552,3587040,39433
