ts_epoch,load1,mem_used_kb,mem_avail_kb,temp_mC
1784215661,0.95,262048,3613976,37972
1784215662,0.95,266840,3608752,37485
1784215663,0.95,282752,3592588,38946
1784215665,0.95,282940,3592400,38459
1784215666,0.95,283440,3592152,39920
1784215667,0.95,283440,3592152,38946
1784215668,0.95,283676,3591664,40407
1784215669,0.95,283712,3592496,40407
1784215670,0.95,281904,3593688,40407
1784215671,0.95,280668,3594924,39920
1784215672,0.95,281136,3594456,39920
1784215673,1.04,279456,3596136,39920
1784215674,1.04,276080,3599848,40407
1784215675,1.04,275120,3600220,40407
1784215676,1.04,274696,3600496,41381
1784215677,1.04,274368,3600972,39920
1784215678,1.04,273736,3601856,40894
1784215679,1.04,273828,3601512,39433
1784215680,1.04,273888,3601452,40407
1784215681,1.04,273572,3601516,40407
1784215682,1.03,273604,3601988,40407
1784215683,1.03,273084,3602256,40407
1784215684,1.03,273280,3602312,40894
1784215686,1.03,273760,3601832,40407
1784215687,1.03,273488,3602104,40894
1784215688,1.11,273600,3601740,41381
1784215689,1.11,273456,3602572,41381
1784215690,1.11,273060,3602532,39920
1784215691,1.11,272640,3602952,40894
1784215692,1.11,272716,3603024,40894
1784215693,1.18,272284,3603080,40407
1784215694,1.18,272224,3603116,40894
1784215695,1.18,272192,3602896,39920
1784215696,1.18,272112,3603480,40894
1784215697,1.18,271480,3603608,40407
1784215698,1.25,271336,3604256,40407
1784215699,1.25,271236,3604356,40407
1784215700,1.25,270368,3605224,40407
1784215701,1.25,270076,3605812,40894
1784215702,1.23,270012,3605580,40407
1784215703,1.23,270116,3605476,40894
1784215704,1.23,269716,3605728,40407
1784215706,1.23,270116,3605476,42355
1784215707,1.23,269988,3605604,41381
1784215708,1.29,270492,3605100,41381
1784215709,1.29,270428,3605164,41381
1784215710,1.29,270112,3605480,40894
1784215711,1.29,270204,3605388,40894
1784215712,1.29,270448,3605144,41381
1784215713,1.27,270328,3605264,41381
1784215714,1.27,270412,3604676,41381
1784215715,1.27,270488,3605588,40894
1784215716,1.27,270004,3605588,40894
1784215717,1.27,270004,3605084,41381
1784215718,1.32,270136,3605456,41868
1784215719,1.32,269992,3605600,40894
1784215720,1.32,270068,3605936,41868
1784215721,1.32,269940,3605652,41381
1784215722,1.30,269496,3606096,40894
1784215723,1.30,269544,3606048,41381
1784215724,1.30,269624,3605968,41381
1784215726,1.30,269812,3605780,41381
1784215727,1.30,269588,3605752,41381
1784215728,1.27,269708,3605884,41381
1784215729,1.27,269420,3605920,42355
1784215730,1.27,269924,3605668,42355
1784215731,1.27,269832,3605932,40894
1784215732,1.27,269896,3605444,41868
1784215733,1.33,270048,3605544,40407
1784215734,1.33,269692,3605648,41381
1784215735,1.33,269868,3605472,41381
1784215736,1.33,269888,3605704,41381
1784215737,1.33,269748,3605592,41381
1784215738,1.47,270052,3605288,41381
1784215739,1.47,269704,3605636,41381
1784215740,1.47,270128,3605612,41868
1784215741,1.47,269856,3605484,40894
1784215742,1.59,270452,3605140,41868
1784215743,1.59,270316,3605380,40894
1784215744,1.59,269708,3605380,42842
1784215745,1.59,269924,3605164,41868
1784215747,1.59,270424,3605168,41381
1784215748,1.54,270332,3605936,40894
1784215749,1.54,270664,3604928,41868
1784215750,1.54,269880,3605460,42355
1784215751,1.54,269904,3605688,41868
1784215752,1.54,270244,3605348,40894
1784215753,1.50,270208,3605976,40894
1784215754,1.50,270040,3605424,40894
1784215755,1.50,270104,3605488,41381
1784215756,1.50,270248,3605092,41381
1784215757,1.50,269816,3605776,41381
1784215758,1.54,270068,3605272,42355
1784215759,1.54,270376,3605216,42355
1784215760,1.54,269920,3605672,41381
1784215761,1.54,269436,3605904,40894
1784215762,1.54,269852,3605936,41868
1784215763,1.98,269908,3605180,42842
1784215764,1.98,270144,3605448,41381
1784215765,1.98,270308,3605032,41868
1784215767,1.98,270136,3605456,40407
