ts_epoch,load1,mem_used_kb,mem_avail_kb,temp_mC
1784212289,2.35,316828,3558784,42842
1784212290,2.24,316608,3558984,43329
1784212291,2.24,319864,3555728,42842
1784212292,2.24,319460,3556132,42842
1784212294,2.24,318208,3557664,43329
1784212295,2.24,315168,3560428,43816
1784212296,2.62,313460,3562132,43816
1784212297,2.62,312556,3562784,43816
1784212298,2.62,310992,3564600,43329
1784212299,2.62,309844,3565748,42842
1784212300,2.57,308992,3566096,43329
1784212301,2.57,308516,3567420,42842
1784212302,2.57,308108,3567232,43329
1784212303,2.57,308132,3567460,44303
1784212304,2.57,306908,3568432,43816
1784212305,2.36,307184,3568408,43816
1784212306,2.36,307004,3568588,42842
1784212307,2.36,306488,3569104,43329
1784212308,2.36,306788,3568804,42842
1784212309,2.36,306384,3569208,42355
1784212310,2.34,305864,3569728,43329
1784212312,2.34,305432,3570160,42842
1784212313,2.34,305284,3570604,42842
1784212314,2.34,305664,3569928,42355
1784212315,2.39,305428,3569912,43816
1784212316,2.39,305308,3570284,44303
1784212317,2.39,305376,3570260,43816
1784212318,2.39,304980,3570612,43816
1784212319,2.39,304612,3570728,44303
1784212320,2.60,304556,3571036,43816
1784212321,2.60,304332,3571008,43816
1784212322,2.60,304748,3570340,42842
1784212323,2.60,305120,3570472,43329
1784212324,2.60,304488,3570852,43329
1784212325,2.39,304508,3571084,43329
1784212326,2.39,304864,3570832,42355
1784212327,2.39,304832,3570760,42842
1784212328,2.39,304620,3570972,43329
1784212330,2.39,304256,3571084,43816
1784212331,2.44,304508,3570832,43329
1784212332,2.44,304588,3571004,43329
1784212333,2.44,304284,3571056,42842
1784212334,2.44,303880,3571712,43329
1784212335,2.48,303984,3571608,42842
1784212336,2.48,303800,3571540,41868
1784212337,2.48,304364,3571228,42355
1784212338,2.48,303628,3571712,43816
1784212339,2.48,303912,3571680,43329
1784212340,2.69,303816,3571776,42355
1784212341,2.69,304320,3571272,42842
1784212342,2.69,303924,3571668,42842
1784212343,2.69,304232,3571360,43816
1784212344,2.69,304080,3571512,42355
1784212345,2.55,304332,3571260,42842
1784212347,2.55,304412,3571180,42355
1784212348,2.55,304748,3570844,43329
1784212349,2.55,304296,3571296,43816
1784212350,2.59,304236,3570852,42842
1784212351,2.59,304236,3571356,43329
1784212352,2.59,304216,3571376,42842
