ts_epoch,load1,mem_used_kb,mem_avail_kb,temp_mC
1784667598,2.08,309188,3566404,38459
1784667599,1.92,332160,3543440,38459
1784667600,1.92,329912,3545428,37972
1784667601,1.92,328708,3546884,39920
1784667602,1.92,326896,3548696,38946
1784667604,1.84,322256,3553336,38946
1784667605,1.84,320604,3554988,37972
1784667606,1.84,318912,3556976,39433
1784667607,1.84,316640,3558952,37972
1784667608,1.84,315620,3559972,39920
1784667609,1.77,313960,3561380,39433
1784667610,1.77,313880,3561476,38946
1784667611,1.77,312740,3562896,39433
1784667612,1.77,312040,3563468,38946
1784667613,1.77,311460,3564132,38946
1784667614,1.63,310876,3564716,38946
1784667615,1.63,310320,3564620,39433
1784667616,1.63,310240,3565352,38946
1784667617,1.63,309048,3566900,38459
1784667618,1.63,308376,3567216,39920
1784667619,1.50,307880,3567208,38946
1784667620,1.50,307612,3567876,39920
1784667621,1.50,307372,3568220,38946
1784667622,1.50,306928,3568752,38946
1784667624,1.46,307008,3569584,38946
1784667625,1.46,305456,3570136,38946
1784667626,1.46,313496,3562392,39433
1784667627,1.46,313608,3561984,40407
1784667628,1.46,313356,3562236,39433
1784667629,1.34,313188,3562196,38459
1784667630,1.34,313044,3562548,38459
1784667631,1.34,313332,3562008,38946
1784667632,1.34,313016,3562108,39433
1784667633,1.34,313020,3562100,38459
1784667634,1.32,313552,3562040,38459
1784667635,1.32,313692,3561900,38946
1784667636,1.32,313320,3561768,38946
1784667637,1.32,313384,3562356,38946
1784667638,1.32,313164,3562176,38946
1784667639,1.29,313772,3561612,38946
1784667640,1.29,313336,3562848,39433
1784667641,1.29,312908,3562180,38946
1784667642,1.29,312752,3563284,38946
1784667644,1.19,312488,3563472,39433
1784667645,1.19,312876,3562716,39433
1784667646,1.19,312684,3563036,39433
1784667647,1.19,312152,3563440,39433
1784667648,1.19,312108,3563484,38946
1784667649,1.09,312548,3563340,38459
1784667650,1.09,312348,3563244,37972
1784667651,1.09,312688,3562904,38946
1784667652,1.09,312668,3562924,38946
1784667653,1.09,313104,3562384,39433
