ts_epoch,load1,mem_used_kb,mem_avail_kb,temp_mC
1784385588,2.60,294084,3581508,39920
1784385589,2.60,319692,3555900,40407
1784385590,2.60,317784,3557824,39920
1784385591,2.60,315224,3560368,39433
1784385592,2.55,313212,3562380,40894
1784385593,2.55,310016,3565680,40894
1784385594,2.55,306928,3568412,39920
1784385595,2.55,306108,3569484,41868
1784385596,2.34,303976,3571616,41868
1784385597,2.34,303116,3572328,40894
1784385598,2.34,301704,3574332,41381
1784385600,2.34,300248,3575344,41381
1784385601,2.34,299288,3576304,40407
1784385602,2.32,298004,3577884,41381
1784385603,2.32,297244,3578288,41868
1784385604,2.32,296456,3580940,42355
1784385605,2.32,294980,3580612,41868
1784385606,2.32,294936,3580656,40894
1784385607,2.37,294760,3580832,41381
1784385608,2.37,294452,3581256,41868
1784385609,2.37,294156,3581184,41381
1784385610,2.37,296260,3579480,40894
1784385611,2.37,295052,3580644,40894
1784385612,2.18,294724,3581164,41381
1784385613,2.18,293608,3581984,41381
1784385614,2.18,293600,3581992,40894
1784385615,2.18,292856,3581980,40894
1784385616,2.25,293248,3582664,40894
1784385617,2.25,293580,3582012,39920
1784385618,2.25,292696,3582528,41868
1784385620,2.25,293404,3582188,40407
1784385621,2.25,293172,3582420,41381
1784385622,2.23,293680,3581912,40894
1784385623,2.23,293264,3582076,41868
1784385624,2.23,291452,3583888,41868
1784385625,2.23,291616,3583724,40407
1784385626,2.23,291424,3584168,41868
1784385627,2.21,291228,3583988,41381
1784385628,2.21,291760,3583832,40894
1784385629,2.21,291412,3583792,42355
1784385630,2.21,291376,3583964,41381
1784385631,2.21,291612,3583084,40894
1784385632,2.19,292040,3583552,41381
1784385633,2.19,291668,3583420,42355
1784385634,2.19,291628,3583964,40894
1784385635,2.19,291676,3584360,41868
1784385636,2.02,291316,3584276,41868
1784385637,2.02,291708,3583884,39920
1784385638,2.02,291640,3583952,41868
1784385640,2.02,291784,3583956,40407
1784385641,2.02,291480,3584112,41381
1784385642,1.93,291380,3584212,42355
1784385643,1.93,291696,3584296,40894
