ts_epoch,load1,mem_used_kb,mem_avail_kb,temp_mC
1784657824,0.64,301932,3573660,36024
1784657825,0.64,308964,3566628,36998
1784657826,0.64,311576,3564016,36998
1784657827,0.58,310340,3565356,36998
1784657828,0.58,308052,3567540,36998
1784657829,0.58,306084,3569804,36024
1784657830,0.58,304536,3571352,36998
1784657831,0.58,303844,3572044,36511
1784657832,0.54,302304,3573288,36998
1784657833,0.54,301148,3574444,37485
1784657835,0.54,300328,3575368,36511
1784657836,0.54,299896,3575800,37485
1784657837,0.49,299388,3576204,36024
1784657838,0.49,298564,3577028,37485
1784657839,0.49,298240,3577352,36511
1784657840,0.49,297516,3578076,37972
1784657841,0.49,297144,3578196,36998
1784657842,0.62,297084,3578508,36998
1784657843,0.62,296172,3579696,37485
1784657844,0.62,296080,3579572,36998
1784657845,0.62,295536,3580056,37972
1784657846,0.62,295312,3580576,37485
1784657847,0.57,295068,3580524,36024
1784657848,0.57,294828,3580616,37485
1784657849,0.57,294940,3580652,36998
1784657850,0.57,294436,3580400,37972
1784657851,0.57,294644,3580340,36998
1784657852,0.60,294576,3581016,38459
1784657853,0.60,294480,3581008,36998
1784657855,0.60,294388,3581204,36998
1784657856,0.60,294448,3580928,36998
1784657857,0.71,294508,3580860,37972
1784657858,0.71,298540,3577392,36511
1784657859,0.71,298720,3576768,38459
1784657860,0.71,298572,3577020,37972
1784657861,0.71,298508,3577084,37972
1784657862,0.66,298256,3577084,37485
1784657863,0.66,298472,3576868,38459
1784657864,0.66,298248,3576588,37485
1784657865,0.66,298380,3577212,36998
1784657866,0.66,298072,3577520,37485
1784657867,0.68,298100,3577240,38459
1784657868,0.68,298144,3577448,37485
1784657869,0.68,298640,3576952,37972
1784657870,0.68,298672,3577512,38459
1784657871,0.68,297896,3577696,36998
1784657872,0.63,298072,3577520,38459
1784657873,0.63,298176,3577668,37972
1784657875,0.63,298392,3577200,37485
1784657876,0.63,298416,3576924,37972
1784657877,0.58,298072,3577520,37485
1784657878,0.58,297780,3577812,37485
1784657879,0.58,297548,3577792,37485
