ts_epoch,load1,mem_used_kb,mem_avail_kb,temp_mC
1784237834,0.43,263420,3612320,37485
1784237835,0.56,283408,3592184,38946
1784237836,0.56,289844,3585244,37972
1784237837,0.56,295992,3579600,38459
1784237838,0.56,295992,3579600,38459
1784237839,0.56,295252,3580340,37972
1784237840,0.59,294368,3581224,39433
1784237841,0.59,293352,3582240,38946
1784237842,0.59,291916,3583424,39433
1784237843,0.59,291812,3583780,39433
1784237844,0.59,290640,3584952,39433
1784237845,0.70,290196,3585396,39433
1784237846,0.70,289832,3585760,39433
1784237848,0.70,289040,3586552,38459
1784237849,0.70,288384,3587432,39920
1784237850,0.70,287936,3587656,38459
1784237851,1.05,287640,3588056,38459
1784237852,1.05,287716,3587624,39920
1784237853,1.05,287812,3587780,38459
1784237854,1.05,287492,3588100,38946
1784237855,0.96,287248,3588344,40407
1784237856,0.96,286912,3588680,38946
1784237857,0.96,287340,3588252,39920
1784237858,0.96,287128,3588908,38946
1784237859,0.96,286712,3588628,39920
1784237860,0.89,286548,3588940,39433
1784237861,0.89,286512,3589672,39920
1784237862,0.89,286632,3588708,39920
1784237863,0.89,286872,3588468,39920
1784237864,0.89,286756,3588584,39920
1784237865,0.98,286572,3588872,40407
1784237867,0.98,287432,3588456,39433
1784237868,0.98,286764,3588828,39920
1784237869,0.98,287240,3588352,39433
1784237870,1.30,286900,3588692,39920
1784237871,1.30,287048,3588684,40407
1784237872,1.30,286360,3589128,39920
1784237873,1.30,286584,3589008,39920
1784237874,1.30,286604,3588840,39920
1784237875,1.19,286476,3589116,38459
1784237876,1.19,286256,3588812,40407
1784237877,1.19,286924,3588988,39920
1784237878,1.19,286612,3588936,39433
1784237879,1.19,286064,3589868,39920
1784237880,1.26,285772,3589568,39920
1784237881,1.26,285940,3589148,38459
1784237882,1.26,285888,3590148,39433
1784237883,1.26,285800,3589288,39920
1784237884,1.26,286304,3589288,39920
1784237886,1.32,286404,3589188,39920
1784237887,1.32,286744,3588848,39920
1784237888,1.32,286024,3589316,39433
1784237889,1.32,286116,3589476,39920
