ts_epoch,load1,mem_used_kb,mem_avail_kb,temp_mC
1784668812,1.34,274696,3600732,37972
1784668813,1.34,293880,3581712,36998
1784668814,1.34,308000,3567592,38459
1784668815,1.34,307876,3567716,38459
1784668816,1.23,306964,3568628,38946
1784668817,1.23,314572,3561020,39433
1784668818,1.23,311652,3563940,38459
1784668819,1.23,310584,3565008,38946
1784668820,1.23,309752,3565840,39433
1784668821,1.29,309584,3565592,39433
1784668823,1.29,309516,3566076,39433
1784668824,1.29,309352,3565988,38946
1784668825,1.29,308676,3567360,39433
1784668826,1.27,308496,3567096,39433
1784668827,1.27,308600,3566844,39920
1784668828,1.27,308236,3567652,38459
1784668829,1.27,307520,3568072,38946
1784668830,1.27,307896,3567696,39433
1784668831,1.16,307288,3568304,38946
1784668832,1.16,307172,3568428,39433
1784668833,1.16,306836,3568800,39433
1784668834,1.16,306868,3568872,38946
1784668835,1.16,306796,3568796,38946
1784668836,1.07,306824,3569212,40407
1784668837,1.07,306460,3569576,38459
1784668838,1.07,306196,3569144,39433
1784668839,1.07,306048,3569292,38946
1784668840,1.07,306420,3569172,39433
1784668842,0.99,306448,3569144,38946
1784668843,0.99,306376,3569216,38946
1784668844,0.99,306220,3569372,38946
1784668845,0.99,306516,3569076,38459
1784668846,0.91,306044,3569296,38946
1784668847,0.91,306232,3568988,38946
1784668848,0.91,305952,3569388,38946
1784668849,0.91,306444,3569148,38459
1784668850,0.91,306004,3569588,39433
1784668851,1.23,305648,3569944,39433
1784668852,1.23,305904,3569880,39920
1784668853,1.23,306180,3569160,38946
1784668854,1.23,305788,3569804,38946
1784668855,1.23,305288,3570052,39920
1784668856,1.14,305912,3569680,39433
1784668857,1.14,305836,3569504,38459
1784668858,1.14,305876,3569864,38946
1784668859,1.14,305652,3569688,39920
1784668861,1.14,305780,3569560,39920
1784668862,1.28,305944,3569396,39920
1784668863,1.28,305952,3569640,38946
1784668864,1.28,305400,3569940,38946
1784668865,1.28,305608,3569732,39920
1784668866,1.42,305740,3569852,38946
1784668867,1.42,305396,3570196,39433
