ts_epoch,load1,mem_used_kb,mem_avail_kb,temp_mC
1784389177,0.43,256996,3618744,38459
1784389178,0.43,276484,3599108,37972
1784389179,0.56,285116,3590476,38946
1784389180,0.56,302196,3573396,39433
1784389181,0.56,302700,3572892,39433
1784389182,0.56,302552,3573040,39433
1784389183,0.56,301952,3573640,40407
1784389184,0.67,300960,3574928,38459
1784389185,0.67,299200,3576392,38946
1784389186,0.67,298984,3576608,40407
1784389187,0.67,298664,3576928,39920
1784389188,0.67,300868,3574740,39920
1784389189,0.78,300544,3574796,39920
1784389190,0.78,300760,3574832,40407
1784389191,0.78,300744,3574848,40407
1784389192,0.78,300704,3574888,39433
1784389193,0.88,300536,3575056,40407
1784389194,0.88,300532,3575060,40407
1784389195,0.88,301036,3575000,40894
1784389197,0.88,301048,3574544,40407
1784389198,0.88,300524,3574816,40407
1784389199,1.05,300584,3575008,40407
1784389200,1.05,300716,3575024,41868
1784389201,1.05,300640,3574952,41381
1784389202,1.05,300640,3574952,40894
1784389203,1.05,300544,3575156,40894
1784389204,0.96,300288,3575052,40894
1784389205,0.96,300716,3574876,40894
1784389206,0.96,300860,3574732,40407
1784389207,0.96,300460,3574984,41381
1784389208,0.96,300416,3575176,40894
1784389209,1.05,300416,3575176,40407
1784389210,1.05,300724,3574868,40894
1784389211,1.05,300764,3574828,40894
1784389212,1.05,300912,3574428,40894
1784389213,1.12,300900,3574440,40894
1784389214,1.12,300604,3574988,40894
1784389216,1.12,300012,3574676,40894
1784389217,1.12,300508,3575380,41381
1784389218,1.12,301168,3574424,41381
1784389219,1.03,300872,3574720,39920
1784389220,1.03,300464,3575552,40894
1784389221,1.03,299896,3575444,41868
1784389222,1.03,300148,3575388,41381
1784389223,1.03,299908,3575832,41381
1784389224,0.95,299512,3575456,40894
1784389225,0.95,300124,3575468,41381
1784389226,0.95,299808,3575784,41381
1784389227,0.95,299924,3575416,40407
1784389228,0.95,299968,3575624,39920
1784389229,1.12,299820,3575772,40894
1784389230,1.12,299936,3575656,41381
1784389231,1.12,300012,3575580,40894
